Brand,Product Name,URL,Release Date,Original Review Date,Category,Audience Rating,RR Verdict,Toebox,Pace,Strike Pattern,Material,Terrain,Type,Pros,Cons,Heel stack (mm),Forefoot stack (mm),Drop (mm),Midsole softness (HA),Midsole softness in cold (HA),Midsole softness in cold (%),Insole thickness (mm),Size,Toebox height (mm),Torsional rigidity,Heel counter stiffness,Midsole width - forefoot (mm),Midsole width - heel (mm),Stiffness in cold (N),Stiffness in cold (%),Weight (oz),Weight (g),Breathability,Toebox durability,Heel padding durability,Outsole hardness (HC),Outsole durability (mm),Outsole thickness (mm),Price,Reflective elements,Tongue padding (mm),Tongue: gusset type,Heel tab,Removable insole,Toebox feel,Midfoot feel,Heel feel,Lug depth (mm),Secondary foam softness (HA),Leather/Suede quality,Toe guard durability,Flexibility / Stiffness (average) (N),Toebox width - widest part (average) (mm),Toebox width - big toe (average) (mm)
Salomon,Supercross 4,https://runrepeat.com/salomon-supercross-4,,"Dec 11, 2023",Running,84.0,"Our verdict: In our lab tests, the Salomon Supercross 4 stood out with its unique design, featuring an enormous 15.2-mm heel-to-toe drop and a narrow heel, tailored for speed in cornering but lacking in forefoot cushioning and stability. We were impressed by its exceptional durability and grip on challenging terrains, yet its heavy weight seemed at odds with the agility suggested by its design. Despite this, we believe it's a good choice for heel strikers seeking a versatile trail shoe capable of handling both hiking and running in the mountains.",,,Heel strike,"Mesh, Mesh",Trail,"Comfortable  |, |, Maximalist","Excellent grip on diverse terrains like mud or snow, Versatile for walking, hiking, and running, Secure and comfortable fit with QuickLace system, Compatible with custom insoles or OTC orthotics, Tailored for heel strikers, Brilliant on steep inclines due to effective lug design, Nice durability","Insufficient cushioning in the forefoot, Stability issues in the heel area due to narrow design, Potentially uncomfortable high drop",35.1,19.9,15.2,19.3,23.6,23.0,4.0,True to size,,2.0,2.0,112.5,85.7,21.5,23.0,11.11,315.0,3.0,4.0,5.0,86.0,0.7,2.5,$120,No,7.0,,Pull tab,Yes,,,,4.2,,,,17.5,99.5,71.2
Adidas,Duramo 10,https://runrepeat.com/adidas-duramo-10,Jan 2022,"Apr 16, 2022",Running,84.0,"Our verdict: The Adidas Duramo 10 is a budget running shoe that we confirmed is great for beginners who want a cushy ride to ease their way into running. With its down-to-earth price, there's nothing down about it when it comes to being an all-rounder. Whether it's for the short or long haul, we are able to rely on the Duramo 10. And if you want to take it outside of running, we are telling you: It's an excellent pick for walks, casual wear, and gym training!",,Daily running,Heel strike,"Mesh, Mesh",Road,Comfortable,"Comfy for all-day wear, Lightweight for its kind, Stable even during sharp turns, Breezy on warm days, Perfect for beginners, Can handle gym training, Durable for the price, Soft upper, Affordable, Eco-friendly upper","Break-in period for wide feet, Lacks spring for fast runs",31.6,22.9,8.7,21.8,27.0,24.0,3.7,True to size,,4.0,1.0,109.8,87.8,59.2,85.0,10.3,292.0,,,,78.0,,2.3,$70,,3.6,,,Yes,,,,,,,,32.0,98.3,
Nike,Downshifter 11,https://runrepeat.com/nike-downshifter-11,,"May 26, 2021",Running,83.0,"Our verdict: With plenty of flex, a vented, breathable mesh upper, and an affordable price tag, I found the Nike Downshifter a serious bargain for a daily trainer. The shoe is really light on the foot and on the pocket which is why, in my belief, it's perfect for those starting out their running journey.",,Daily running,Heel strike,"Mesh, Mesh",Road,Lightweight,"Wider fit, Lightweight, Super durable outsole, Breathable, True to size, Insanely good value, Beginner-friendly, Great for every day and gym","Entry-level feel, Firm underfoot",31.5,19.9,11.6,,,,4.8,True to size,,3.0,3.0,112.7,92.2,39.7,52.0,8.78,249.0,,,,88.5,,3.6,$60,,6.0,Both sides (full),Pull tab,No,,,,,,,,26.2,97.8,
Adidas,Switch Fwd 2,https://runrepeat.com/adidas-switch-fwd-2,,"Sep 13, 2024",Running,85.0,"Our verdict: The Switch FWD 2 from Adidas continues to grab attention as an eye-catching shoe, and we believe it's a solid choice for casual runners seeking ample cushioning coupled with a high drop. The shoe retains its bold, maximalist design, offering substantial stack height but with a lighter, more agile feel. However, our lab tests revealed a noticeable decline in outsole durability, which is concerning. Additionally, the midsole still lacks the responsive energy return we critiqued in the first edition, a key flaw Adidas has yet to address, leaving us hopeful for future improvements.",,Daily running,Heel strike,"Mesh  |, Mesh, |, Reflective, Reflective",Road,"Comfortable  |, |, For heavy runners  |, |, For big guys  |, |, Maximalist","Really stable, Enhanced upper durability, Reduced weight from v1, Unique aesthetics, Competitively priced, Flexible and comfortable for walking, Nice heel lockdown, Cheaper than most On models!, Big reflective elements","Limited responsiveness, Fast-wearing, rock-catching outsole, Could be more breathable, Lacks vertical room in upper",44.0,32.3,11.7,23.5,29.9,27.0,4.8,True to size,,4.0,3.0,122.4,89.4,26.1,39.0,10.16,288.0,3.0,3.0,4.0,72.6,1.6,2.3,$140,Yes,5.0,Both sides (semi),,Yes,,,,,,,,18.9,99.2,78.9
Salomon,Phantasm 2,https://runrepeat.com/salomon-phantasm-2,,"Dec 19, 2024",Running,86.0,"Our verdict: The Salomon Phantasm 2 primarily targets heel strikers with wide feet who are looking for a comfort-focused fit, but in our testing, we found it fell short in several areas. Its notably hefty weight, lackluster energy return, and fragile outsole became apparent during use, limiting its effectiveness as a tempo training shoe. While the upper offers a cozy fit and an excellent heel lockdown, we believe its high premium price is tough to justify given these shortcomings.",,Tempo,Heel strike,"Mesh, Mesh",Road,"Breathable  |, |, Comfortable","Great for wide feet, Solid stability, Fantastic heel lockdown, Grippy outsole, Energy Blade boost forefoot propulsion, Works well for heel strikers, Agile ride","Outsole lacks durability, Noticeable heavy for a tempo trainer, High price, Limited energy return",34.4,23.2,11.2,20.8,29.0,39.0,4.1,Slightly small,,5.0,3.0,113.7,85.8,26.5,15.0,9.21,261.0,4.0,1.0,4.0,72.5,1.8,1.5,$170,No,5.0,,,Yes,,,,,,,,23.1,100.7,80.3
Nike,Juniper Trail,https://runrepeat.com/nike-juniper-trail,Aug 2020,"Aug 24, 2020",Running,79.0,"Our verdict: The Nike Juniper Trail is an affordable off-road shoe that I found ideal for beginners and people who want a little more grip for easy trails. With durable materials, trail-specific design features, and an excellent ground feel, I recommend this shoe as an excellent choice for compact dirt and gravel trails.",,,Forefoot/Midfoot strike,"Mesh, Mesh",Trail,,"Great lockdown, Fits true to size, Lightweight, Comfy, Affordable, Sturdy, Good lacing system","Forefoot can slip over the edge of the midsole, Lack of rock plate, Grip is pretty bad on anything technical",26.6,19.0,7.6,,,,4.7,Half size small,,3.0,3.0,109.4,89.5,35.4,48.0,9.63,273.0,,,,95.0,,2.0,$70,,4.4,Both sides (semi),,Yes,,,,4.8,,,,23.9,101.7,
Xero,Mesa Trail Wp,https://runrepeat.com/xero-shoes-mesa-trail-wp,,"Dec 8, 2024",Running,62.0,"Our verdict: The Mesa Trail WP from Xero Shoes offers a unique waterproof minimalist design, but in our experience, it falls short in key areas. While we found the XeroTex membrane effective in keeping water out, the overly rigid upper significantly compromises comfort. In our lab tests, the weight also felt excessive for a shoe with such minimal cushioning, and the high price doesn’t align with its limited features. However, it could meet the needs of barefoot fans in cold, wet climates.",,,Forefoot/Midfoot strike,"Mesh, Vegan, Mesh, ,",Trail,"Low drop  |, |, Minimalist  |, |, Barefoot","Ultra-flexible design, Spacious, anatomic toebox, Versatile traction, XeroTex waterproof upper, Removable, perforated insole, Secure heel fit prevents slippage, Reliable in cold conditions","Heavier than most minimalist shoes, Stiff upper limits comfort, Poor breathability, Rounded laces prone to frequent untying",14.6,13.4,1.2,26.0,31.5,21.0,3.8,,,2.0,2.0,104.1,79.6,13.8,9.0,9.67,274.0,1.0,3.0,1.0,89.5,1.2,3.1,$140,No,7.1,Both sides (full),,Yes,,,,3.8,,,,12.7,100.5,87.4
Adidas,Runfalcon 20,https://runrepeat.com/adidas-runfalcon-20,,"Mar 26, 2021",Running,80.0,"Our verdict: A lifestyle shoe and a running shoe for $60? Take both in the Adidas Runfalcon 2.0! In our testing, we found it very suitable for casual runners and beginners who don't run more than 10 miles. But if you plan to take it out on fast-paced runs or long hauls out on the road, we say consider another shoe.",,Daily running,Heel strike,"Mesh, Mesh",Road,,"No break-in needed, Comfortable, padded upper, No heel slippage, Superb grip, Low price, Good-looking","Lacks responsiveness, Not for long-distance runs, Not breathable, Extremely low stack height",28.7,17.8,10.9,27.8,34.6,25.0,3.7,True to size,,3.0,3.0,109.6,89.1,33.3,71.0,9.88,280.0,2.0,,,83.3,,3.1,$60,No,5.4,,,Yes,Medium,Normal,Loose,,,,,19.5,98.8,79.7
Asics,Trail Scout 2,https://runrepeat.com/asics-trail-scout-2,,"Apr 16, 2022",Running,83.0,"Our verdict: As the name suggested to us, the Trail Scout 2 from ASICS is a trail running shoe that's all about providing support in every stride. It's an easy-day trail runner that doesn't dig deep into the pockets, but the opposite. Even more, it proved its value with its versatile performance in our lab. Whether it's on the trail or the road, we really believe the ASICS Trail Scout 2 can also be your hiking or walking partner.",,,Heel strike,"Mesh, Mesh",Trail,,"All-day support, Durable, Grippy on rugged and mountain trails, Impressive heel lockdown, For heavy runners, Can double for hiking and walking, Astonishingly CHEAP","Narrow for wide feet, Lacks responsiveness, Heavy",32.8,22.5,10.3,25.5,29.0,14.0,5.0,True to size,,4.0,5.0,111.3,89.8,35.2,32.0,11.39,323.0,3.0,,,87.8,,2.3,$60,No,8.6,,Finger loop,Yes,Medium,Normal,Normal,4.2,,,,26.7,97.8,77.4
Asics,Gel Pulse 14,https://runrepeat.com/asics-gel-pulse-14,,"Feb 22, 2024",Running,80.0,"Our verdict: Like its previous iteration, the ASICS Gel Pulse 14 is a comfort-oriented daily trainer that feels way more premium underfoot than its wallet-friendly price might suggest. While it may not be the best choice for high-intensity sessions, the shoe's AMPLIFOAM midsole and cushy padding effectively babied during our easier test runs, walks, and even gym days. Moreover, we were impressed by its incredibly consistent performance in our freezer tests which make the shoe a great year-round training partner.",,Daily running,Heel strike,"Mesh, Mesh",Road,Comfortable,"Well-cushioned and comfortable, Generously padded interior, Great for easy runs and recovery days, Flexible and forgiving on the foot, Reliable traction, Secure lockdown, Accommodating toebox, Feels decently stable, Good for cold winter runs, Works well as a gym/walking shoe, Lots of colorway options","Average breathability at best, Could be lighter, Not ideal for forefoot strikers, Midsole lacks responsiveness",32.0,22.3,9.7,22.5,25.3,12.0,5.0,True to size,,3.0,4.0,114.0,87.8,18.5,11.0,10.44,296.0,3.0,1.0,5.0,86.5,0.9,4.5,$100,No,5.0,,Extended heel collar,Yes,,,,,,,,16.6,101.1,79.4
Nike,Renew Ride 2,https://runrepeat.com/nike-renew-ride-2,,"Mar 18, 2021",Running,75.0,"Our verdict: The Nike Renew Ride 2 is another budget shoe to enter the market, which is a very difficult area to lead in because of the lack of features these shoes have. The Renew Ride 2 wins my love when it comes to its midsole though. Upon donning the pair on wear tests, I understood why Nike’s incredible React Foam is one of the runners' favorite midsole constructions, especially considering the price of the shoe.",,Daily running,Heel strike,"Mesh, Mesh",Road,Maximalist,"Great looks, Budget-friendly, Excellent cushioning, Durable, Excellent grip","Very narrow, Not stable",37.6,29.3,8.3,,,,4.3,True to size,,,,109.2,87.2,48.5,29.0,10.09,286.0,,,,81.5,,4.1,$75,,6.1,,,,,,,,,,,37.5,98.5,
Nike,Flex Experience Run 10,https://runrepeat.com/nike-flex-experience-run-10,,"Mar 23, 2021",Running,79.0,"Our verdict: I enjoyed the Nike Flex Experience Run 10 as an all-around running shoe with a lightweight construction and featherweight price point. With a perfect fit and huge amounts of flexibility, I also loved using the Flex Experience Run 10 for active days.",,Daily running,,Knit,Road,Lightweight,"Fits true to size, Excellent ground feel, Great lockdown, Super lightweight, Chart-topping flexibility, Super comfortable, Best for slow-paced runs, Daily-wear friendly, Attractive design, No break-in period","Less than average durability (~200miles), Poor grip on wet surfaces, Low toe box",24.1,13.7,10.4,,,,4.5,Slightly small,,,,103.3,84.5,10.0,43.0,7.09,201.0,,,,,,0.0,$65,,4.3,,,,,,,,,,,7.0,93.1,
Salomon,Sense Pro 4,https://runrepeat.com/salomon-sense-pro-4,Feb 2020,"May 6, 2020",Running,87.0,"Our verdict: Grippy, responsive, and fine-tuned ride – this is how I define the Salomon Sense Pro 4 from my wear tests. As the newest entry to Salomon's racing category, this shoe met my expectations with an improved midsole combined with the classic Salomon lacing system, as well as reliable durability.",,,Forefoot/Midfoot strike,"Mesh, Mesh",Trail,Low drop,"Fast, Responsive, Lightweight, Amazing grip, Good lacing system, Durable, Breathable","Narrow for many, Not for long runs, Could be lighter, Not waterproof",24.4,20.5,4.0,,,,3.9,,,,1.0,106.3,78.9,30.8,20.0,9.59,272.0,,,,87.5,,6.0,$140,,5.5,Both sides (full),,,,,,4.3,,,,25.7,101.7,
Nike,Flex Run 2021,https://runrepeat.com/nike-flex-run-2021,,"Sep 16, 2021",Running,82.0,"Our verdict: Based on my wear and lab tests, the Nike Flex Run 2021 is a shoe that puts comfort, sustainability, and usability at the heart of its construction. Even better, it does not feel taxing on foot, weight-wise. Ultimately, the Nike Flex Run 2021 won't hurt your feet, or your wallet, and most importantly, it won't hurt the environment.",,Daily running,Forefoot/Midfoot strike,"Mesh, Mesh",Road,Lightweight,"Fits true to size, Good ground feel, No break-in period, Extremely lightweight, Flexible, Look great, Made with sustainability in mind, Low price point, Toes can wiggle","Durability issues, Grips dry tarmac only, Short runs only",32.3,25.1,7.2,,,,4.7,,,,,112.1,85.8,15.3,65.0,7.87,223.0,,,,,,0.0,$80,,,,,,,,,,,,,9.2,99.7,
Asics,Gel Pulse 11,https://runrepeat.com/asics-gel-pulse-11,,"Oct 7, 2019",Running,85.0,"Our verdict: The ASICS Gel Pulse 11 is a great all-around shoe that I recommend for budget-conscious runners. With little change from previous models, I can rely on this running shoe as a great daily trainer. There are a few issues when I run in colder climates, but everything else is very solid in this neutral runner.",,Daily running,Heel strike,"Mesh, Mesh",Road,,"Fits true to size, Good cushioning, Great heel-strike cushioning, One-piece upper, Excellent grip, No break-in period","Could have better lacing, No support for pronation",34.0,25.3,8.7,,,,5.0,Slightly large,,,,109.2,87.0,39.4,80.0,11.08,314.0,,,,86.0,,5.1,$90,,12.4,,,,,,,,,,,21.9,98.4,
Kailas,Fuga Ex Boa,https://runrepeat.com/kailas-fuga-ex-boa,,"Jul 7, 2022",Running,90.0,"Our verdict: If you tried the original Fuga EX 2, the BOA version will get you even more hooked! Amazingly well-cushioned and supportive, this trail shoe made me want to run longer. I believe that it could be your daily driver or a race shoe at any distance. The EX BOA packs lots of functional features that justify its above-average price point.",,,Heel strike,"Mesh, Mesh",Trail,Maximalist,"Generous cushioning, Bouncy ride, Lighter than expected, Perfect fit, Reliable grip, Well-ventilated, Quality craftsmanship, Convenient BOA closure","Expensive, No gaiter attachments",38.5,27.6,10.9,,,,5.2,,,4.0,5.0,108.5,83.3,66.0,42.0,9.91,281.0,,,,84.0,,1.8,$170,,8.0,,,Yes,,,,3.7,,,,46.4,98.2,
Kailas,Fuga Yao,https://runrepeat.com/kailas-fuga-yao,,"Feb 16, 2023",Running,90.0,"Our verdict: A max-cushioned trail shoe with a nearly 40 mm heel stack? With a carbon plate? For $160? We loved all of these in the Kailas Fuga YAO, which we also think is a hidden gem in the sea of trail running shoes. It is very easy to overlook due to the brand's relatively recent appearance on the market. And yet, since you're already here, a long list of the shoe's benefits might end your search for a new high-performance pair right now.",,,Heel strike,"Mesh, Mesh",Trail,"Breathable  |, |, Comfortable  |, |, For heavy runners  |, |, For big guys  |, |, Maximalist","Highly cushioned, Unbelievably lightweight, Propulsive carbon plate, Rocker shape rolls you forward, Stable platform, Versatile (road-to-trail), Breathable upper, Secure lockdown, Quick and easy lacing, Affordable for its kind","Not for wide feet, Shallow lugs",38.6,27.9,10.7,20.1,33.8,68.0,4.6,,,4.0,4.0,111.6,95.2,87.5,69.0,10.55,299.0,4.0,,,84.8,,1.8,$160,No,3.7,Both sides (semi),,Yes,,,,1.7,,,,51.7,98.0,
Kailas,Fuga Pro 4,https://runrepeat.com/kailas-fuga-pro-4,,"Jul 7, 2022",Running,86.0,"Our verdict: The Fuga Pro 4 is a premium-level shoe from Kailas that helps me keep the speed high while tackling the trails. It is a shoe that lasts and I could almost smell its excellent craftsmanship straight from the box. If your budget allows its hefty price tag, there is a good chance that you'll be highly satisfied with the benefits offered by the Pro 4, just like I did!",,,Heel strike,"Mesh, Mesh",Trail,,"Well-cushioned, Lighter than average, Comfortable fit, Great grip, Quality that lasts, Quick-to-adjust lacing, Lace pocket, Gaiter-friendly","Overpriced, Lacks breathability",31.7,21.8,10.0,,,,5.3,,,4.0,5.0,109.8,84.3,59.4,83.0,9.84,279.0,,,,86.0,,1.0,$230,,4.5,,,Yes,,,,3.4,,,,32.5,97.2,
Inov,8 Trailtalon,https://runrepeat.com/inov-8-trailtalon,,"Apr 8, 2025",Running,,"Our verdict: The Inov8 Trailtalon is a great trail shoe made for runners who want a fun ride on rough and uneven terrain. We really liked how the wide toebox gave our toes space to move naturally, especially during long runs. On our test runs through wet and rocky paths, it felt really playful—perfect for those who prefer an agile design instead of a bulky one. However, we did find a few issues in the lab: durability and breathability weren’t great, and runners who need extra stability might want to look elsewhere.",,,Forefoot/Midfoot strike,"Mesh, Mesh",Trail,"Comfortable  |, |, Lightweight","Ideal for those with wide feet, Grippy outsole for wild terrain, Impressively flexible, Plush TPU insole, Good lockdown, Agile feel underfoot, Ready for long adventures, Great for hiking too","Poor toebox durability, Falls short on breathability, Lacks stability",34.2,26.4,7.8,19.5,23.5,21.0,7.9,,29.5,3.0,2.0,110.0,82.8,21.5,24.0,10.19,289.0,2.0,1.0,4.0,85.5,0.9,1.7,$150,No,9.0,Both sides (semi),Finger loop,Yes,,,,5.4,,,,17.4,98.7,79.5
